Görüş,Durum
telefonu alalı yaklaşık bir sene oluyor (mi 5 prime )açık konuşmak gerekirse ilk bir kaç ay dan sonra hiç memnun değilim sebepleri ;şarz konusunda ful iken online oyun oynamaya başlarsanız iki saatin sonra komple şarz bitmiş oluyor bana yarım gün anca yetiyor oyun oynayanlara kesinilikle tavsiye etmem ve hızlı şarz vardı evet dediğim gibi alalı bir sene oldu ve suanda sarz fullenmesi yaklaşık 5 6 saat sürüyor evet yanlış duymadınız yanınızda sürekli powerbank ile gezmek zorunda kalırsınız bir diğer sebep telefon kendi kendine kapanıyor zaman zaman ön kamerası berbat arka kamerada gideri var hafızasına gelince sözüm yok gerçekten benim 64 gb onlarca uygulama yüklememe rağmen bi bu kadar daha yüklerim diye düşünüyorum kısacası 1 yönleri hafızası görüntüsü ses kalitesi oyun grafikleri ve hızlı olması 0 yönleride dediğim gibi şarz ın cabuk bitip geç dolması ara ara kapanması kamerasışunu da söyliyim özellik olarak ıphone ile kıyaslanır ama samsung ile kıyaslamnız imkansız,2
çok başarısız bir ürün hiç memnun değilim,0
ürünü boş kutunun içine koymuşlar savrulmuş da savrulmuş insan biraz düzgün paketler sabitler taaa 1500 km gelecek malzemeye değer vererek kargolar,0
çok hızlı teslimat ve mükemmel bir ürün teşekkürler 👏,1
evet çok güzel çok iyi,1
Daha fazla paraya gerek yok. Memnun etti. Harika,1
harika bir ürün, kesinlikle tavsiye ederim :),1
06.06.2018 de ürünü sipariş ettim Tahmini kargoya veriliş tarihi 08.06.2018 olmasına rağmen bugün 12.06.2018 ve ürün hala gelmedi. Birdaha Bestkalite den ürün almak mı aslaaaaa..,0
Çok ucuza aldığımı düşünüyorum çok teşekkürler media markt,1
kaliteli bir ürün,1
evet beğendim oneririm,1
ürünü 6 ay önce anneme aldım arada bende kullandim ve uzun süreli kullanım sonrasi kesinlikle tavsiye ederim. kaliteli malzeme, mükemmel taban ve kolay kullanimiyla çok rahat bir ütü,1
1 hafta oldu sipariş vereli ürün elime ulaşmadı,hala kargoya verilecek, o yüzden ürünü değerlendiremiyorum ama mağazanın servisinden memnun değilim. yaz bitmeden elimize ulaşır umarım.,2
Siyah renk davlumbaz bacası çizik geldi.Siyah renk üzerinde beyaz çizik net şekilde belli oluyor bu yüzden bacasız kullanıyorum. Mağaza ile birkaç kez iletişim kurdum, fabrikadan gönderileceğini söylediler ama hiç gelmedi. 1 ayı aşkın süredir arayan soran da yok. Kısacası ne yazık ki ilgisiz mağaza.,0
24 saat olmadan elime ulaştı Kargo paketleme çok özenliydi tavsiye üzerine aldım performansından memnun kalacağıma eminim :),1
Güzel cekis gucu bu fiyata göre harika malzemesj d ekaliteli sağlam tavsiye ederim tek kotu yani torbalı olması,1
100 mb/sn+ gördüm ama metal kısım aşırı derecede ısınıyor.,2
evet çok güzel beğendim teşekkürler,1
BENZER FİYATLI ÜRÜNLERDEN ÇOK DAHA İYİ.. BU TİP MAKİNALARIN DAHA KALİTELİLERİ VAR. PROFESYONEL TİCARİ KULLANIMLAR İÇİN .. AMA ONLARIN FİYATLARI ÇOK UÇUK.. BİRAZ DİKKATLİ KULLANILIRSA UZUN SÜRE DAYANABİLİR BU ÜRÜN DE.. KARDEŞİM MEMNUN...,2
TASARIM OLARAK COK HOŞ GÖZÜKÜYOR.AMA İŞLEVİ DAHA ÖNEMLİ TABİ Kİ ÜRÜNÜ DENEDİKTEN SONRA TEKRAR YORUMLARIMI PAYLAŞICAM...PİYASADA BULMAK ZOR EN AZINDAN BURADA... HEPSİ BURADAYADA TİTİZ VE BAŞARILI ÇALIŞMALARINDAN DOLAYI ÇOK TEŞEKKÜRLER...,2
Rengi hariç güzeldi,0
Öncelikle kullanıcılara hayırlı olsun.Ben işyerinde telefonlar yasak olduğu için, sosyal medya mesajı, çağrı gelen aramalar gibi işlerde kullanmak için bakıyorum tavsiye edersiniz evet e basınız.,2
Bi lerce kez pişmanım Çay sıcak Bi içecek Maalesef her yeni çay doldurmak istediğimizde başına gidip düğmeyi kaldır ve kaynamasın bekle Müşteri hizmetleri Seda hanım bide bize ders verdi ne alacağınızı kontrol etmeliydi iz diye Kartlı mı termostatlı mı bakmalıymışım alırken Yerli ürün desteklemek mi Bir daha aslaaaaaaaaaa,0
Ssd ile ilgili ilk önce performans sorunu yaşasam da sonrasında çözdüm. Satıcı firmaya hızlı gönderiden dolayı teşekkür, özensiz paketlemeden dolayı ise teessüf ediyorum😊,2
İstedigim renk doygunlugunu elde edemedim. Renkler cok sarimsi. Ben zaten ikinci ekran olsun diye almistim her turlu isinizi gorur, fakat ozelliklerde 75 hz yaziyodu monitor 60 hz imis oyun icin alanlara tavsiye etmem ofis tarzi gunluk is icin parasina gore ideal,2
çok güzel açıkçası,1
0 yönleri: Neden yazmuyosunuz kaç metre olduğunu,0
ilk test ettigin hdd tune 5.60 programında usb 3 yazma hızı 30 40mb okumahızı 70 80 usb 2 de 20 40mb civarı ısınma var ama asırı derecede deyil zatan 24 ssat kullanmakiçin deyil 3 ssaatten fazla kullanılırmı denemek lazım ısınıyor ve küçük,2
ürünü yorumlara bakarak aldım ama beklentileri karşılanıyor,2 anten olmasına rağmen arka odalarda hiç çekmiyor,0
Çekiş gücü çok yüksek olmamasına rağmen iyi temizliyor. Su kabını boşaltmak kolay. Kullanımı pratik. Memnun kaldık.,1
Ürünü almadan önce yorumları okudum. Sessiz çalışıyor filan yazıyordu. Fakat tamamen hayal kırıklığı. Kesinlikle çok sesli çalışıyor. Sanki 80 model merdaneli çamaşır makinesi aldım onu kullanıyorum. Çamaşır makinem sıkma programında bile bu kadar ses çıkarmıyor. Mutfağım ayrı salonumda tv sesi açıkken bile salonun mutfağa en uzak mesafesinde çalışma sesini su alma sesini , su fışkırtan pervanelerin dönem sesini Çok net yanındaymışsın gibi duyuyorum. Keşke burada ses kaydı gönderme özelliği olsa da şuanda çalışma sesini gönderebilsem.Bide kurutması çok kötü.kesinlikle kurutmuyor. sepette damlacıklar kalırmış. önce alt sepeti boşaltıp sonra üst sepeti boşaltmam gerekmiş falan filan. Sanki ilk defa bulaşık makinesi kullanıyoruz. tamamen saçmalık. Servis geldiğinde de bu sesin normal olduğunu iddia ediyor. kurutma içinde yukarıda yazdığım Şeyleri söylediler. Cidden şaka gibi bir makine. Kesinlikle tavsiye etmiyorum. Bu bulaşık makinesi BÜYÜK BİR PİŞMANLIKTIR.,0
ürünü yaklaşık 2 yıldır kullanıyorum şuan sol tıklama tuşu bozulmak üzere, kullanım ömrü fazla uzun değil,2
Ses seviyesi beklediğimden azdı. Kullanım açısından da rahat hissedemedim. Ayrıca yolda yürürken bağlantı problemleri yaşadım. İade süreci başlattım.,2
Estetik olarak beğenerek aldım fakat çekim gücü zayıf,2
Ürün güzel ancak içinde süzgeci olduğunda kapak tam olarak oturmuyor,2
Kızartma yaparken sıçrayan ve her yeri kirleten yağlardan bıktıysanız işte tam size göre olan bir ürün. Ne kızartırsanız kızartın sıçrama pislenme derdi yok ve her şeyi çok güzel şekilde kızartıyor ve üstelik çok az miktar yağ kullanarak yağdan tasarruf edebilirsiniz. Gerçekten tavsiye edebileceğim bir ürün :),1
Jabra markasına 2 amazzon'a 5 yıldız Ses harika kullanım güzel Ama sürekli sol kulaklık bağlantı surunu var sağ kulaklık sol kulaklıkla bir senkronize olamıyor bu gerçekten problem her manyetik alan ve etraftan etkileniyor farklı mekan ve durumlarda bir gün sürekli denedim ama olmadı istemeyerek iade ettimamazzon markasına gelince bu alışverişimde ve iade de her konuda müşteriden yana olduğunu dile getirdiler yani ben görmediğim ilgi ve alakayı başka bir firmada görmedim ben bu ürünü indirimli fiyattan almıştım şuan artmış ama eğer tekrar almayı düşünürsem o fiyattan almayı taahhüt ettiler Teşekkürler AMAZON Takdir ve Tebrik ediyorum sizi,0
Çaydanlık çelik diye satın aldık. Suyu fazla kaynatıyor. İkinci hafta düğmesi bozuldu. geri gönderiyoruz. umarım servisi iyidir.,0
sonra dibine baktık ki paslanmış iç tabanı ve kapağının altındakimetal. kesinlikle çelik değil, sakın almayın!,0
Berbat bir fırın turbo var güya fan dönmüyor turboda ısıtmıyor. Bir bakıyorsun bembeyaz pişmemiş daha bir kaç dakika sonra bir bakıyorsun yanmış. Tam bir rezalet,0
sessiz ve çok şık. çok beğendim,1
ürünü buradaki yorumlara istinaden aldım hepsi burada farkıyla bir günde geldi.ama üçüncü kullanmada üst gövde hamuru yogururken alt gövdeden ayrıldı ve makina kendini durdurdu ..15 gün oldu alalı şimdi tamire gidecek maalesef,0
1 yönleri: ürün göründüğü gibi ve hızlı kargo için teşekkürler,1
Ürün sipariş verdikten yaklaşık 10gün sonra elimde oldu 25kasımda verdim 4aralıkta aldım ürün güzel ince görüntü kalitesi gayet iyi ama duvara asıcak arkadaşlar normalde tvlerin arkasında dört adet aparat vidalama yeri olur bunda iki tane var aparatın her parçasını tek vida tutuyor ve hiç güvenli değil,0
0 yönleri: hiç memnun kaldım daha 1 kere çalıştırdım bozuldu geri iade edicem,0
Ürün 3 gün de geldi başarılı görünüyor.Annem sevdi.,1
Çeyizine aldığım bir ürün parçaları çok kullanışlı tavsiye ederim,1
Ürünü Niğde Karaca mağazasından satın aldım. İndirim olmasına rağmen internet fiyatından daha 10 tl daha pahalıya almış oldum. İlk kullanımda gözlemlerim ürünün çok gürültülü çalıştığı ve sebzeleri iyi sıkıp meyveleri iyi sıkamadığı oldu. Meyve posalarında su kalıyor. Ayrıca meyve suyunda köpük yapması tadı bozuyor. Ürünü tavsiye etmiyorum. Keşke almasaydım.,0
Aldığım ürün elime ulaşmadı. İade için ise karşımda muhatap yok.Firmadan ses yok.amazzon is ortaklarının korumuş .Müşteri olmamak lazım .Parami ya da ürünü alamiyorum,0
Ürünü aldığımızdan beri koyu renklilerde deterjan kalıntısı bırakıyor. Servisi çağırdık uzun programı kullanın dediler.,0
Sadece bir kere durulama yapıyor beni düsündüren bu sadece,0
Eşime hediye olarak aldım. Çok beğendi ve çok kullanışlı tavsiye ederim.,1
100 MB/s okuma hızı nedeniyle, fiyatına göre bu ürün alınabilir.,2
ürünün AP özelliği yok. alacak kişi bunu göz önünde bulundursun. Router olarakda diğer cihazımdan bi fazlasını görmedim. türkçe destegi de yok.tavsiye etmiyorum,0
Almayın dayanaklı bir urun değil boyasi atiyor arizalaniyor,0
doğrarken doğradıklarının bir kısmı aletin üstünde doğranmadan kalıyor..,2
Yeğene aldık idare eder,2
1 = hepsiburda ödeme yöntemi ve pratikligi süper..teşekkürler. 2=ürün kalite olarak fiyatinin karsiligi bence.daha önce bir çok bt kulaklik kullandim kafabantli..bu aldigim ürünü 1 haftadir kullaniyorum her kuruşunu hak ediyor..sarj süresi kullanim süresi kullanma kilavuzunda yazanlarin aynısı..telefon görüşmelerinde kulaklik harika diyebilirim.ses kaybi , ses gecikmesi , baglanti aksamasi yok..cok basarili..son ses kullanimda yaninizdakilere ses bir miktar gidebiliyo ama bu cok az..% 70 ses miktarı ile kimse ne dinlediginizi kesinlikle duyamaz ve rahatsiz olmazlar.kafabantli kulaklık almadan 1 ay arastirdim ve tekno magazalarda ürünleri deneme imkanim oldu..herkesin kalite anlayışı farklıdır..benim tespit ettigim kadariyla 2 , 3 kati pahali kulakliklari aratmayacak seviyede bir malzeme ve ses kalitesi var.tercih sizlerin.. 3= Kargolama yüzünden 5 yildiz vermedim.ürünün kendi kutusunu kargo poşetine ambalajlayip gönderdikleri icin.. kargo firmasi içindeki malzemenin ne derece hassas olduğunu idrak etmemiş olabilir .göndericinin bunu biliyor olmasini dilerdim..daha iyi paketleme yapmaliydilar bence..ama her şey tecrübe olur.bir daha bir ürün sipariş vereceğim de satıcı ile sipariş öncesi paketleme konusundaki talebimi kabul ederse alışverişi gerceklestirecegim..,2
Urunu baska bir yerden aldim birkac kullanimda bozuldu... Hic bulasmayin,0
Herşeyiyle mükemmel .Rengi süper. gelir gelmez kullandım çok beğendim. Sesi de rahatsızlık vermiyor.,1
Ürün çok hoş,bu fiyata alabileceğinizin en iyisi.Ayrıca süpriz hediye için çok teşekkürler:),1
verimli çalışmıyor. yeterli ısıya ulaşamıyor. dolayısıyla tost yapamıyorsunuz,0
Bilmem kaçıncı siparişim oldu, kesinlikle çok memnunum. amazzon.com bu kaliteyi bozmayın lutfen,1
kısa sürede elime ulaştı ve gerçekten çok beğendim herkese de tavsiye ederim.Alıp almama konusunda çook teredutte kalmıstım ama boşuna kalmışımmm gercekten çok guzel,1
siparişi vereli 5 gün oldu hala hazırlanıyor yazıyor müşteri hizmetelrini arıyorum hiç bir bilgi yok biz sizi arıyalım diyorlar arayan da yok . kurumsal firma diye aldık alakası yok .pişmanım .,0
Ürünü 2016 Temmuzda aldım. 3 ay içinde panelde gölgelenme meydana geldi. Kimseye Önermiyorum.,0
Yorucu düz bir yapısı var, malzeme kalitesi düşük, pil ömrü uzun. Üstüne biraz daha koyup daha iyi bir mouse alınmalı. Sözde indirimle aldım. Ertesi gün 16TL daha indirim yapıldı.,0
Süper Çok Beğendim Güzel,1
şarj aleti orjinal değildi bundan dolayı değiştirmek istedim bana kutunun hiç açılmadığı ve içinden herhangi bir parça değişimi yapılmadığı söylendi daha sonra internetten bakınca şarj aletlerinin aynı olduğunu gördüm. bu mağazayla ilgili bir sorun değil gibi ama şarj aletleri orjinal veya orijinal görünümlü değil. rowentanın kendisi mi böyle bir yola gitti veya ülkemizde mi bir şekilde bu şarj aletleri pakete eklendi bilmiyorum. siz yine de bir araştırın orjinal şarj işini. eğer bu durum sizi rahatsız etmiyorsa alabilirsiniz ürünü,2
4 aydır sorunsuz kullanıyorum,1
Modemi alalı 1 ayı geçti sorunlarım hala bitmedi. Bu modelin versiyon 4'ü var bu modem ise V3 ve sorunları bitmek bilmiyor, güncelleme yayınladılar ancak sorunu çözemedi şunu da unutmayın V3 alıp V4'e yükseltme yapılamıyor V3'ün kendi güncellemesi yayınlanıyor. Yaşadığım en büyük problemlerden birisi TV, Telefon PC otomatik bağlanmıyor, bağlantı koptuktan sonra tekrardan bağlan demen gerekiyor. Ayrıca çok defa modemden kaynaklı kopmalar yaşadım. Son olarak müşteri hizmetleri daha iyi çalışan bir modem alın.,0
henüz belli değil kargo aşamasını beğenmedim,0
Ürün geldiği gibi geri iade edildi. çünki arızalı ürün gönderilmişti. sürekli sigortaları attırdı. sigorta arızalı diye, yeni yüksek vatlı sigorta takdırıp 190 tl. de para ödemek zorunda kaldım. Simfer mi bir daha asla satın almam....,0
Bu ürünü alan bilinki parasını çöpe atar. Alalı bir ay oldu ve bugün ikici kullanımımda teflon yüzeyin rengini attığını ve yaptığım ızgarada muazzam bir teflon kokusunun olduğunu fark ettim. İade için yasal 14 günlük sürede geçti bizim parada gitti :(,0
Kullanmaya başlayalı çok fazla zaman geçmedi ama makyajı güzel temizliyor. Ayrıca makyajı temizledikten sonra gözde kızarıklık ve yanma duygusu yaratmaması en önemli özelliği bence.,2
Kutu içeriğinde yıkama aparatı olmaması çok kötü , ekstra para ile satılması çok saçma. Tıpa olmadan yıkadıktan sonra dalgınlıkla ıslak kullanarak can güvenliğini tehlikeye atabilirsiniz.,0
Ürün jak girişi telefonuma tam oturmuyor ve çok kolay bir şekilde çıkıyor ve kulaklık az ses veriyor sebebi nedir acaba tam olarak fiyatının hakkını vermiyor beğenmedim,0
kasım 2017 de kuponla 850 liraya almıştım. suan 1500 lira olmuş WoW. makina salon mutfak birleşik kullandiğimiz için calişirken ses bakimindan bize sorun teskil etti. Çünkü baya bir sesli calişiyor. arkadaşın bosch bulasik makinasinda 0 ses vardi biraz bişman olmuştuk. series 4 tu oda 1500 liraya almişti o zaman. bir sene de bu kadar zam gercekten enflasyonla hiç yekün mücadele.,2
Ergonomi ve el ortapedisi sıfır ürün eli ufak olanda büyük olanda bu fareyi kullandığında garipsiyor.tıklama yaptığınızda ön ve arkada tıklama hareketini hissediyosunuz buda farenın tusu sanki arka tarafında fırlıyomus gibi bi hissiyat uyandırıyor.logitech gibi bi firmaya böyle bir ürün yakısmamıs.alacak olanlar sakın fiyatına aldanıpda almasın.paranızı çöpe atmayın.,0
Ürün beklediğimden daha sesli çalışıyor. Soğutma tuşuna basınca su şırıltısı yan odadan duyuluyor. Bunun haricinde 10-15 dakika içinde odadaki nem oranını artırıyor. Ekstra bir soğutma hissedemedim, soğutmayı çalıştırmadan kullanmayı düşünüyorum.,2
Menzil veya çekim gücünü yükseltmek için kötü performanslı bir cihaz yaklaşık laptopun antensiz entegre kartı ile aynı performans veriyor. Alfa awus36h gibi benzer ürünlerin çok gerisinde. Sadece modemi yakında olan ve pcsinde wifi kart olmayanlara önerebilirim.,0
cihaz bilgisayar dışında farklı cihazlarda calışmıyor,0
ürünü hiç ama hiç beğenmedim kimse tavsiye etmiyorum. Ürünün içi plastik dolu. paslanmaz çelik yazıyor tamam da filtre plastik, vida plastik, içindeki rezidansın başlığı da plastik kesinlikle sağlıklı bir ürün değil arkadaşlar. bilseydim almazdım. içinde plastik parçalar olmayan çelik ya da cam kettle'lar kullanılmalı.,0
Doğalgazlı diye aldık TÜPLÜ çıktı,0
0 yönleri: Daha uygun fiyata aynı özelliklerde mixer almak mümkün bosch bilinen sağlam bir marka ama mikser en nihayetinde,0
Ürünü çelik diye aldım. Ve büyük bir kısmı çelik yanlız su kaynama haznesinde hiç plastik olmamasını tercih ederdim. Çelik olmasını sağlık açısından istemiştim. içersindeki plastik aksamlar beni üzdü. Plastik aksam haricinde çok güzel ürün,1
Ürünü alalı yaklaşık bir sene oluyor hiçbir şikayetimiz yok çok memnunuz .Gönül rahatlığıyla alınabilir.,1
Ürün hiç güzel değil,0
ısınma süresi iyi fena değil fakat alt ayaklar orantısız topal duruyor,2
Artık alışverişleri Teknosa'dan yapmayı düşünüyorum. Müşteri güven ister,O da Teknosa'da var. Müşteri ile ilişkileri yerinde. Başka yerden aldığım cihazım 4 aydır teknik serviste olduğunu söyledim..Teknosa görevlisi ise buradan aldığın ürün serviste 20 günü geçerse gel ücretini ben vereyim dedi. Benimde aradığım güven buydu...Böyle olunca Samsung g610 j7 prıme yi güvenle almayı düşünüyorum.,1
bence fiyatı cok iyi güzel performans istiyorsanız bu fiyatlarda alabileceginiz en iyi süpürgelerden birisi bu philips markasını zaten cok seviyorum kalite ürünler üretiyor süpürgeleride cok iyi bence düşünmeden alabilirsiniz.,1
